Title,Description,Genre1,Genre2,Genre3
Still Crazy,"""Strange Fruit"" had everything that makes a legendary rockband: Money, Fame, Success, Groupies, a Singer who died of drugs and even a divine ending, when lightning struck the stage during an open-air. Twenty years later, all band members are minding their own businesses, the idea of a band reunion is brought up by, well, public request. Tony, the former keyboard player, sets out only to find his former friends working as a roofer, a gardener and a hotel clerk. They all became rather everyday people, married or still single, they definitely are not wild and crazy anymore. But with the help of former manager Karen, who is still dreaming of Brian, the apparently deceased lead guitarist, they all, old, fat and wrinkled as they are, try to catch that spirit again.",Comedy, Drama, Music
The Day of the Beast,"A Basque priest finds by means of a cabalistic study of the Bible that the Antichrist is going to be born on Christmas Day in Madrid. Assisted by a heavy-metal fan and the host of a TV show on the occult, he will try to summon the Devil to find out the place of birth and kill the baby.",Action, Comedy, Crime
She's All That,"She's All That is your typical high school prom king and queen story and the run in defending the star status in the upcoming election. High school hottie, Zack Siler is dumped by his prom-queen girlfriend, the equally attractive and extremely popular, Taylor Vaughan who fell for a second-hand world reject TV soap star who she met over the spring break. Having been publicly dumped, Zack defends his discomposure by stating that Taylor is all make-up and wonder-bra and he can make any ordinary girl a prom queen with a similar package. His high-school buddy, Dean Sampson, engages him in a bet following this statement and picks the geeky looking Laney Boggs out of the crowd as the girl Zack must transform into the new prom queen. Zack agrees since he has no option, but as time passes and Laney begins to transform, Zack begins to find her attractive. While all that falls beautifully in place, it's not your typical fairy-tale. Throw in Dean Sampson to complicate the situation, as when he first made the bet he never thought that Zack could rise to the challenge but looking at how Laney has transformed, it looks like Zack could be on a winning streak.",Comedy, Romance,
The 24 Hour Woman,Grace tries to be the perfect mother and TV producer but finds trouble in juggling both.,Comedy,,
"Blood, Guts, Bullets and Octane","A Cherry Pontiac Lemans Convertible...Two Days...Two-Hundred & Fifty Grand. When your lemon lot hits the skids you glom the gig no matter what the smell. For Bob and Sid, two slicked-back burnouts, bum luck runs in spades. With a goose-egg for cash flow and a fore-closure falling fast, they take the gig. The Upside: Fat Cash...The Flipside...Every Thug, Crook, Punk and Mercenary on the planet looking to get rich.",Action, Comedy, Crime
Payback,Porter is shot by his wife and best friend and is left to die. When he survives he plots revenge.,Action, Crime, Drama
Simply Irresistible,"A department store executive (Flanery) tries to resist falling in love with a young woman (Gellar), who he believes has possessed magical powers after inheriting a restaurant.",Comedy, Drama, Fantasy
20 Dates,"Myles is divorced in L.A. He wants a love life and a film career. So he decides to go on 20 dates and find true love in front of a camera, making his first feature. His patient agent, Richard, finds a $60,000 investor, the shadowy Elie. Myles starts his search, sometimes telling his date she's being filmed, sometimes not. Elie wants sex and titillation, Myles wants it ""real."" Myles regularly talks with his old film teacher, Robert McKee, who wonders if love is possible in modern life. Half-way through the 20 dates, Myles meets Elisabeth; she's everything he desires and she likes him. Can he finish the 20 dates, satisfy Elie, and complete his film without losing Elisabeth?",Biography, Comedy, Romance
The Harmonists,"Comedian Harmonists tells the story of a famous, German male sextet, five vocals and piano, the ""Comedian Harmonists"", from the day they meet first in 1927 to the day in 1934, when they ...",Biography, Drama, Music
The Last Days,"In late 1944, even as they faced imminent defeat, the Nazis expended enormous resources to kill or deport over 425,000 Jews during the ""cleansing"" of Hungary. This Oscar-winning documentary...",Documentary, War,
Blast from the Past,"Adam Weber is the child of an eccentric inventor and his wife. Following a bomb scare in the 1960s that locked the Webers in their bomb shelter for 35 years, Adam Weber must venture out into Los Angeles and obtain food and supplies for his family. He meets Eve, who reluctantly agrees to help him out.",Comedy, Drama, Romance
Message in a Bottle,"A woman discovers a tragic love letter in a bottle on a beach, and is determined to track down its author.",Drama, Romance,
My Favorite Martian,"Life couldn't get much worse for News Producer Tim O'Hara. He humiliates the one he loves, Brace Channing and ends up getting fired by her father. Then, a Martian from Mars arrives in his home. The Martian adopts the name 'Uncle Martin' and becomes friends with Tim, whilst he fixes his ship. Unaware to Martin, Tim actually wants to reveal him to the world, but can he actually do that to his new friend and 'Uncle'?",Comedy, Family, Sci-Fi
"God Said, 'Ha!'",Julia Sweeney tells the viewers the monologue about the hard time in her life when her brother fought with cancer and she was also diagnosed with a rare form of cancer.,Comedy, Drama,
